question1,question2,is_duplicate
짝남한테 은근슬쩍 좋아하는 티 내는 방법 좀.,짝남한테 은근슬쩍 좋아하는 티 내는 방법 좀.,1
오늘은 교회 안가면 안될까,교회 가기 싫어,1
내 문제는 뭘까,내 문제점이 뭘까,1
운동하는 여자가 좋아,운동하는 여자가 좋아,1
모쏠인 사람 만나면 답답할까?,모쏠인 사람 답답할까?,1
여사친인데 좋아하는 듯.,여사친인데 좋아하는 듯.,1
밥 먹었는데 배고파,밥 먹었는데도 또 배고파,1
사랑이 밥 먹여주나요?,사랑이 밥이 나오나요?,1
15년만에 쓰는 편지.,1년4개월의 종지부를 찍네.,0
여자친구가 나 사랑하는 건지 모르겠어,여자친구가 나 사랑하는 건지 모르겠어,1
요즘 자꾸 까먹어,요즘 자꾸 깜빡깜빡해,1
임용 시험 기다리고 있어,임용 기다리고 있어,1
점점 좋아져,얼굴은 내 스타일 아닌데 점점 좋아지는 거 같아,1
고무신 거꾸로 신으면 어쩌지,군대 기다리면 부담스러워할까,0
모태솔로라 잘 모르겠어 도와줘,모태솔로라 잘 모르겠어,1
달달한 마카롱 먹고 싶다,마카롱 먹고 싶다,1
맞는 결정을 한거겠지?,나 결정 잘 한거지?,1
연애중인데 외로운 느낌이 들면 문제일까?,연애중인데 외로운 느낌이 들어,1
남편이 회식이라고 안와,남편이 회식하면 늦게 들어와,1
매주 화요일 그를 볼 수 있어.,매주 화요일 그를 만나 볼 수 있어.,1
새로운 베프가 필요해,새로운 베프를 만들고 싶어,1
겨울이 가고 봄이 올거야,겨울 지나 봄이야,1
목욕탕 가서 때밀어야겠다.,목욕탕 가야지,1
오토바이 타고 싶은데 무서워,오토바이 위험하겠지?,1
서로 좋아하게 되는건 운명같은 일이었어.,사랑은 운명같은 일이었어.,1
늘 빡빡하게 살기 힘드네,빡빡한 일상,1
나는 잘 할줄 아는 게 없는 것 같아,할줄 아는 게 없어,1
그래도 아프다,그리고 3년하고도 5개월,0
기 빨렸어,너무  기빨려,1
부자친구 스트레스,친구네 집이 부자라 우리집에 초대를 못하겠어,1
이게 바로 첫사랑인듯,첫사랑인듯,1
혼자 이별여행이라도 갔나,혼자 해야 돼,0
영어학원 좀 다닐까,영어학원 다녀볼까,1
사랑만으로 안되는 게 많을까요?,사랑만으로 안되는 거?,1
남친이 나를 좋아하는게 맞겠지?,남친이 나를 좋아하기는 하나?,1
숨어서 보기.,"슬퍼, 그리고 아려",0
첫이별후 제가 가장 충격먹었던게.음,추석연휴가 그렇게 좋지만은 않다.,0
나의 이별 이야기,나한테 지쳐서 떠난여자,0
그녀는 지금 무슨 생각을 할까?,무슨 생각을 할까?,1
미친것같아,미친듯이 힘들다.,1
나는 너를 거쳐간 수 많은 남자들 중 한명뿐이겠지.,나는 좋은데 ….,0
미치겠네,미치겠습니다,1
그 사람이 나 안 좋아하는 거 같아,내가 좋아하는 사람이 나 안 좋아하는 거 같아,1
다시 사랑에 빠지는 법 ,내가 서로 사랑하는 사람이 있다면?,0
스몰웨딩 결심했어,스몰웨딩으로 하려고,1
자꾸 뒤처지는 느낌이야,나만 뒤처지는 느낌이야,1
청소 해도 티가 안나,청소 해도 해도 더러워,1
성적표 보시면 화내실텐데,시험 성적 가져가면 혼날텐데,1
4년을 엊그제 마무리 했습니다,5년 10개월간 연애. 그리고 이별 준비 중,0
만나면 좋은 사람이 있어. 헤헤,친구랑 만나면 좋아,1
남친이랑 대화가 잘 돼서 좋아,남친이랑 대화가 잘 돼서 좋아,1
우리 사랑이었을까?,우리 사랑이었을까?,1
밝은 사람 만나고 싶어,환한 사람 만나고 싶어,1
절친 만나고 싶어,친구랑 더 친해지고 싶어,1
치과 치료 받아야 할까,치과 가야 하나,1
짱 추워,오늘 왤케 추워,1
마지막 데이트 하고있는데 이 사람이 미워,마지막 문자를 보내버렸어,0
이별 2달째에 새로운 소개팅했습니다.,이별 5일째,0
이별만한 다이어트가 없네,이별에 힘들어 하는 분들께,0
머리 스타일 바꿀까,머리 바꿀까,1
소액결제 엄청 나왔어,핸드폰 소액결제 엄청 나왔어,1
김치볶음밥 먹어야지,김치볶음밥이나 만들어 먹어야지,1
신기해,신기한 일들이 많이 일어나,1
짝녀가 예쁜 건 아닌데 끌려.,짝녀가 예쁜 건 아닌데 끌려.,1
언제쯤 괜찮아질런지.,언제쯤 편히 잠들수있을까?,0
컴터가 맛이 갔어,통증,0
썸 타는 거 좋아해?,너 썸 타는 거 좋아해?,1
좋아하는 사람이 단톡에서 다른 남자한테 관심 있는 것 같이 보여요.,좋아하는 사람이 단둘이 있는 걸 부담스러워해요.,0
내가 싫대,내가 잊어야 그 사람이 날 그리워하는 날이 온다,0
회사에서 마음 편한 사람이 없어,회사에서 마음 놓고 말할 사람이 없어,1
하라고 할때는 공부하기 싫었는데.,어렸을때는 공부하기 싫었는데 지금은 하고 싶네,1
언제부터인지.,언제쯤 잊혀질까,0
헤어진지 2달째,헤어진지 3개월째입니다.,0
마음에 드는 사람이 있는데,맘에 드는 사람이 있는데,1
사랑한다고 말해줘,사랑한다고 말해,1
예능도 이제 재미없어,예능 볼 게 없다,1
도서관 앞자리 사람 괜찮다.,도서관에서 괜찮은 사람 봤어,1
핸드폰이 잘 안돼,핸드폰이 맛 간거 같아,1
나그네,마음 한켠엔 구멍이 남아있네.,0
윗집 애 또 뛴다,층간소음 심해,1
우정이 뭘까,우정이 뭐야?,1
승부욕 있는 남자가 좋아,승부욕 있는 남자가 좋아,1
일이 잘 안 늘어,일을 해도 안 늘어,1
오늘 기분은 설명이 안돼,오늘 기분을 뭐라고 해야하나,1
눈이 안 떠져,눈꺼풀이 무거워,1
회 먹으러 가야겠다.,회 먹어야지,1
혼자 자유 여행 가는 거 괜찮을까,패키지여행이 좋을까 자유여행이 좋을까,1
천사같은 여자친구가 떠나갔어 마음이 너무 아픕니다.,첫사랑은 안되는건가,0
여자친구랑 연락문제로 자주 싸워,연락문제로 자주 싸워,1
소심한 남자와의 연애,연애하는 남자가 좀 소심해,1
"뜨겁게 사랑하거나, 쿨하게 헤어지거나",로맨스는 없습니다,0
썸 타는 사람 선물 뭐 사야 해?,썸 타는 사람 생일이야. 선물 사야 해?,0
벚꽃이 너무 예뻐,벚꽃 예쁘다,1
바람 강제이별 너무 힘들어,바람피지마,0
여자예요? 남자예요?,여자야 남자야,1
학교 짝이랑 썸 타는데,학교 짝이랑 썸 타는데,1
집에 들어가기가 무서워,짜증나네 .,0
나 혼자 썸 타는 부분?,나는 좋아하는데 그 사람은 나를 친구로만 생각해.,0
참는방법 좀,참아야겠지,0
정말 왜 이러는걸까,정말 제가 이해가 안갈 정도로 잘못한건가?,0
사전뜻이 이상해,사전이 이상해,1
남자친구가 사업한대,남자친구가 사업 시작한대,1
며칠 잠잠하다가 또 흔들리네,명절 너무 힘드네.,0
짝남의 전 여친 등장.,짝남의 전 여친 등장.,1
수영하러 다닐까?,수영 배울까?,1
로맨틱한 사랑 하고 싶다,나도 로맨틱한 사랑 하고 싶다,1
썸타는데 돈 필요하대,썸타는데 돈 필요하대,1
자신감 제로,자신감이 없어,1
점점 호감 간다,처음에는 별로 였는데 호감 간다,1
너 말이 좀 이상하다,너 말 제대로 못해?,1
조모임 왜 이케 많아,조별 발표 왜 이렇게 많이 시키지,1
헤어진지 43일,헤어진지 6개월이 넘어가네.,0
좋아하는 여자에게 어떻게 연락할까?,좋아하는 여자에게 어떻게 연락할까?,1
발 맞춰 걷는 게 좋더라,나란히 걷는 게 좋더라,1
이제 반년이란 시간이 흘렀는데,이제 스스로 인정한 것 같아,0
건강검진 왔어,건강검진하러 옴,1
결혼하고 나서 애 낳기 싫어졌어,결혼하고 애 낳는거 너무 힘들거 같아,1
좋아하는 여자한테 연락 하지 말자고 했는데 후회해.,좋아하는 여자한테 연락 하지 말자고 했는데 후회해.,1
점심시간에 은행 갔다와야지,점심 때 은행 갔다와야지,1
내일은 친구들랑 놀까?,내일 친구랑 놀까?,1
아날로그 감성 좋다,아날로그가 좋아,1
나도 약초 캐볼까?,약초 캐볼까?,1
다시 찾아온 이별,다시 헤어진 직후로 돌아간거같아,0
만나는게 싫지는 않아,만날 땐 좋고 안 만나도 괜찮은 거 같아,1
짝남이 갑자기 못나 보여.,짝남이 갑자기 못나 보여.,1
이별너무 힘든네,이별보다 더 아프네,0
친구들이 짝녀를 별로라고 하네요.,친구들이 짝남 별로라고 하는게 짜증나.,1
장거리 연애하다 이별,재회 가능성이 있을까,0
인생 잘 못 산건가,인생 헛산듯,1
애니 좋아하는 남자 별로임?,애니 좋아하는 남자 별로임?,1
결혼할까,결혼해도 되나,1
놀러가기 딱 좋은 날씨다,오늘 날씨 좋아서 놀러가고 싶어,1
짝녀 마음 정리하는 중이데 자꾸 꿈에 나옵니다.,짝녀 마음 정리하는 중이데 자꾸 꿈에 나옵니다.,1
오래 만났어,이제 짝남 보내기로 했어요.,0
남편은 진짜 남의 편인가?,남편은 진짜 남의 편인가?,1
남자는 좋아하는 여자랑 약속 안 까먹겠죠?,남자들은 좋아하는 여자한테 이럴 수 있어?,0
나 같이 헤어진 경우도 있을까?,나 잘하는 거 맞을까?,0
자꾸 설사해,자꾸 설사해,1
잘해준것 같은데도 느끼는 미안함,잠도 잘 못자고,0
진심일까,진심일까,1
개거지같이 헤어져서 열받아,거의 매일 술,0
꽃선물 받고 어,꽃 받고 싶다,1
남자친구와 카페가면 뭐해?,남잔데 남자를 사랑하는 거 같아,0
단 하루도 널 사랑하지 않은 날이 없었어,데이트 통장 만들까?,0
썸 탈 때가 그리워.,이제 썸 탈 때가 그리워.,1
대출 언제 다 갚냐,대출이 너무 많아,1
주말인데 연락이 안 와.,주말인데 연락이 안 와.,1
너무 배가 불러,배불러,1
하고 싶은 게 하나도 없어,하고 싶은 게 없어,1
배려 없는 사람 어떡해?,배려 할 줄 모르는 사람 어떡해?,1
짝남한테 라인 왔는데 답장 뭐라고 해야할지 모르겠어.,짝남한테 라인 왔는데 답장 뭐라고 해야할지 모르겠어.,1
부모님이 이혼할 거 같아,엄마 아빠 이혼하실 거 같아,1
비밀로 했는데 들켜서 오해하고 있어,비밀로 했는데 들켰어,1
매일 같은 노래만,매일 술 먹기로 했어,0
삼십대를 훌러덩~~~~,상상했던 미래엔 항상 그가 있었는데,0
원래 이별하면 이런건가?,위로가 되네,0
집에서 먼곳으로 데이트를 자주 가야하는데 꼭 차를 사야할까?,집에서 먼곳으로 데이트를 자주 가야하는데 꼭 차를 사야할까?,1
사랑이 구체적으로 뭐야?,사랑이 뭐야?,1
좋아하는 여자애 앞에서 표정 관리가 안됩니다.,좋아하는 여자애 앞에서 표정 관리가 안됩니다.,1
짝녀가 다른반인데 친해지는 방법없을까?,짝녀가 다른반인데 친해지는 방법없을까?,1
헤어진지 3주째 입니다.,헤어진지 5개월,0
사귀고 나서 화장을 안 해,화장을 안 해,1
썸남이랑 궁합,썸남이랑 궁합,1
요즘 맨날 좋아하는 오빠가 꿈에 나와요.,요즘 맨날 좋아하는 오빠가 꿈에 나와요.,1
사랑이 뭘까?,사랑하던 그 사람.,0
남편이 나보다 집안일 더 잘해,남편이 집안일을 너무 잘해,1
혼자ㅠㅠㅠ,환승 이별,0
동성을 사랑해,동성이 좋아,1
친구들이랑 봉사활동 해보려고,남자친구랑 봉사활동 해보려고,0
또 바람일까,또 전화 안받아,0
날이 꿀꾸리,남은건 너의 빈자리,0
셀카 좀 잘 찍고 싶다,셀카 잘 찍고 싶다,1
고백조차 못해보고 끝났어,고백도 안했는데 싫어하는 것 같아,1
잘 지내?,잘가,0
여사친이 여자로 느껴질때 있어?,여자 사람 친구였는데 갑자기 여자로 느껴질 때 있어?,1
이별하는게 맞는거겠죠,이별한지 1년하고 2개월지나갑니다,0
핸드폰 고장난거 아니야 연락이 안와,폰이 문젠가,1
퇴근하고 놀고 싶다.,퇴근하고 뭐 하지,1
썸에서 자꾸 끝나요,썸에서 끝나요,1
이별을 기다기는건지 아닌지,이별을 빨리 인정해야 하는데.,0
넥타이핀 선물 괜찮겠지?,넥타이핀 정도는 선물로 줘도 괜찮겠지?,1
짝남에게 빼빼로 줘도 될까,짝사랑한테 빼빼로 줘도 될까,1
먼지 싫다,먼지 때문에 목아파,1
헤어진건가이거?,헤어진 후.,0
제 마음과 머리가 일치가 안되.,제가 그녀를 놓아줬어.,0
생각할 시간도 없는 느낌,생각할 시간 조차 없어,1
다시 뒤숭숭해.,다시 만날 수 있을가.,0
피부가 점점 늙어가는게 느껴져,피부가 늙은 듯,1
가족이 아니지만 가족같은.,갑자기 사랑한다고 이야기해도 될까?,0
짝사랑 하던 사람한테 고백했는데 차임. 계속 좋아해도 될까.,짝사랑 하던 사람한테 고백했는데 차임. 계속 좋아해도 될까.,1
사랑 표현에 서툴러,사랑한다고 표현하는게 힘들어,1
어장인거 알게 됐는데 포기해야겠지.,어장인거 알게 됐는데 포기해야겠지.,1
내일 발렌타인데이인데,너 뭐니?,0
기댈 수 있는 사람이 이상형이야,힘들 때 기댈 수 있는 사람이 이상형이야,1
남자친구가 너무 객관적이야.,남자친구가 너무 객관적인 말만 해,1
애들이 썸 타냐고 물어봐,사람들이 썸 타냐고 물어봐,1
이유가 확실해졌네,이제 3주정도 되가는데 점점 좋아지고있어,0
좋아하는 그녀가 유학을 간다고 합니다.,좋아하는 남자애 프사가 누굴까.,0
사랑해 보고싶어,보고싶어,1
언제쯤 잊혀질런지,언젠간 내 기억 속에서 서서히 지워지겠지.,0
첫사랑이 떠올라,첫사랑을 추억해,1
결국 핸드폰 번호 바꿨어,결국 헤어지자고 했어.,0
실수했다.,일하는데 실수를 많이 해,1
정말 힘드네,정말. 정말 쉽지가 않네. 이럴 땐 어떡해야 할까,0
썸 끝나고 잡아도 될까,썸타다가 끝나는 거 같은데 잡아도 될까,1
어떻게 해야 마음을 돌릴 수 있나,어떻게 받아들여야 할까?,0
야근할 줄 모르고 약속 잡았어,약속 있는데 야근이네,1
부모님 선물 추천.,부모님 선물 추천해줘,1
난 잘못이 없다,날씨가 제 마음같네.,0
참지 못하고 또 친추를 하고,첫만남 그리고 끝,0
좋아하는 오빠 페북 친구도 안되어있는데 실수로 댓글 달았어요.,좋아하는 오빠 페북 친구도 안되어있는데 실수로 댓글 달았어요.,1
십년감수했어,나 죽을 뻔함,1
7년사귄 남자친구에게 배신당했어.,7년째,0
밤은 길기만 하죠.,방법이 없는걸까?,0
첫데이트 하자마자 차임;?,첫사랑이자 5년연애,0
여친이 있는데 다른 사람이 좋아지고 있어.,여행 온 김에 짝녀 선물 사려하는데 어떻게 생각함?,0
선자리 들어왔어,선 들어왔어,1
잠깐 쉬려고 했는데 한참 지났네.,잠시만 쉬려고 했는데 길어졌어,1
결혼식 또 가야돼,결혼식 가기 귀찮아,1
썸녀 꿈 꿨어.,썸녀 꿈 꿨어.,1
나 혼자서 축구 본다,혼자 축구 보는 중,1
생각할 시간을 가지자는 그녀,생일축하했다 바보야,0
손님 싫어,손님 오는 거 싫어,1
짝남 나한테 마음 있는지 궁금해.,짝남 나한테 마음 있는지 궁금해.,1
나 좋아하는 애 떼어내는 방법 좀 알려줘.,가라고 하고 싶은 애가 있어,1
이별 중독,이별 한달 반째,0
한동안 연락 못해서 미안,연락 안해서 미안해,1
여자친구가 클럽에서 춤만 춘다는데 진짜일까?,여자친구가 클럽에서 춤만 춘다는데 진짜일까?,1
